SOURCE	TARGET	INTERACTION	N: -Log Student's T-test p-value Bait_GFP	N: Student's T-test q-value Bait_GFP	N: Student's T-test Difference Bait_GFP	N: Student's T-test Test statistic Bait_GFP	N: -Log Student's T-test p-value Bait_NLS	N: Student's T-test q-value Bait_NLS	N: Student's T-test Difference Bait_NLS	N: Student's T-test Test statistic Bait_NLS	"N: Max q-value (Bait_GFP; Bait_NLS)"	Experiment
C4B63_7g80	C4B63_10g431	interactor	725.433	0	361.443	325.738	494.909	0	245.173	132.855	0	BDF8				
C4B63_7g80	C4B63_9g493	interactor	731.697	0	348.218	333.702	512.924	0	218.903	142.637	0	BDF8				
C4B63_7g80	C4B63_92g53	interactor	663.408	0	322.663	256.352	587.893	0	232.739	191.256	0	BDF8				
C4B63_7g80	C4B63_76g133	interactor	458.637	0	521.763	11.504	339.688	0.0016	315.062	707.073	0.0016	BDF8				
C4B63_7g80	C4B63_2g92	interactor	29.796	0.000490964	630.972	590.557	719.028	0	385.128	317.789	0.000490964	BDF8				
C4B63_7g80	C4B63_137g1	interactor	430.125	0	386.435	102.618	659.452	0	404.544	252.458	0	BDF8				
C4B63_7g80	C4B63_18g1091c	interactor	343.496	0.000220323	224.627	718.554	426.506	0.000218579	289.087	101.132	0.000220323	BDF8				
C4B63_7g80	C4B63_43g152	interactor	315.216	0.000384678	260.556	636.762	231.976	0.0064375	293.389	435.643	0.0064375	BDF8				
C4B63_7g80	C4B63_51g192	interactor	356.123	0.000134831	218.825	757.729	28.622	0.00268841	201.268	560.589	0.00268841	BDF8				
C4B63_7g80	C4B63_75g68	interactor	416.379	0	527.979	970.762	268.657	0.0034704	282.812	517.821	0.00347041	BDF8				
C4B63_7g80	C4B63_10g140	interactor	327.645	0.000310881	432.787	671.741	256.264	0.00444063	286.291	489.032	0.00444063	BDF8				
C4B63_7g80	C4B63_10g310	interactor	5.15	0	319.731	143.808	305.727	0.00211273	298.274	611.026	0.00211273	BDF8				
C4B63_7g80	C4B63_83g31	interactor	43.141	0	299.913	10.315	421.562	0.000206186	282.663	991.331	0.000206186	BDF8				
C4B63_7g80	C4B63_275g16	interactor	240.796	0.000851852	225.459	454.589	321.889	0.00202375	22.173	655.359	0.00202375	BDF8				
C4B63_7g80	C4B63_95g27	interactor	337.701	0.000272811	332.408	701.142	222.026	0.00740639	451.746	414.837	0.00740639	BDF8				
C4B63_7g80	C4B63_12g238	interactor	456.159	0	389.426	113.908	270.777	0.00335545	265.941	522.857	0.00335545	BDF8				
C4B63_7g80	C4B63_7g208	interactor	463.012	0	423.028	117.064	289.471	0.00265185	244.256	568.774	0.00265185	BDF8				
C4B63_7g80	C4B63_235g11	interactor	716.069	0	263.075	314.181	298.573	0.00240476	233.585	592.151	0.00240476	BDF8				
C4B63_7g80	C4B63_45g131	interactor	273.079	0.000632571	225.986	528.366	333.977	0.00152083	284.226	690.137	0.00152083	BDF8				
C4B63_7g80	C4B63_7g270	interactor	476.354	0	334.735	123.443	492.634	0	259.134	131.666	0	BDF8				
C4B63_7g80	C4B63_20g159	interactor	444.571	0	320.765	108.749	429.229	0.000223464	308.804	102.248	0.000223464	BDF8				
C4B63_7g80	C4B63_2g809	interactor	424.541	0	381.577	100.333	225.436	0.00718976	242.495	421.903	0.00718976	BDF8				
C4B63_7g80	C4B63_23g134	interactor	183.069	0.00319627	204.717	338.493	312.949	0.00214159	223.606	630.538	0.00319627	BDF8				
C4B63_7g80	C4B63_24g264	interactor	350.917	0.000174257	43.313	741.369	282.305	0.00268761	323.668	550.846	0.00268761	BDF8				
C4B63_7g80	C4B63_2g7	interactor	313.592	0.000379421	342.745	632.299	278.045	0.00306239	26.544	540.385	0.00306239	BDF8				
C4B63_7g80	C4B63_70g117	interactor	444.639	0	278.829	108.779	234.525	0.00631734	255.163	441.069	0.00631734	BDF8				
C4B63_7g80	C4B63_210g30	proximal	475.891	0	200.343	123.216	458.797	0.00031746	0.506682	115.114	0.00031746	BDF8				
C4B63_7g80	C4B63_7g306	proximal	693.745	0	265.614	288.242	440.452	0.00025641	0.598624	106.968	0.00025641	BDF8				
C4B63_7g80	C4B63_41g78	proximal	835.725	0	453.112	498.081	467.758	0.000350877	163.944	119.297	0.000350877	BDF8				
C4B63_7g80	C4B63_28g118	proximal	784.597	0	492.765	409.134	518.081	0	180.974	145.561	0	BDF8				
C4B63_7g80	C4B63_17g278	proximal	777.794	0	235.693	398.557	472.912	0	0.831559	121.767	0	BDF8				
C4B63_7g80	C4B63_48g159	proximal	534.176	0	125.066	155.057	948.383	0	206.442	767.943	0	BDF8				
C4B63_7g80	C4B63_26g232	proximal	61.762	0	394.528	214.681	490.287	0	128.878	130.449	0	BDF8				
C4B63_7g80	C4B63_19g126	proximal	547.321	0	69.986	16.325	52.409	0	102.043	149.039	0	BDF8				
C4B63_7g80	BCY84_15419	proximal	554.672	0	4.072	168.012	586.044	0	152.246	189.883	0	BDF8				
C4B63_7g80	C4B63_10g111	proximal	445.996	0	158.068	109.372	536.499	0	316.641	156.476	0	BDF8				
C4B63_7g80	C4B63_45g214	proximal	544.398	0	530.149	161.394	402.967	0.000371681	181.846	919.287	0.000371681	BDF8				
C4B63_7g80	C4B63_6g418	proximal	378.541	8,32E+00	139.177	831.693	405.805	0.000381818	205.974	929.971	0.000381818	BDF8				
C4B63_7g80	C4B63_112g17	proximal	185.137	0.00300423	206.543	342.363	212.862	0.00915892	0.781722	396.177	0.00915892	BDF8				
